"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-09-15","0.00",,"83",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-10-06","0.00",,"81","90","55"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-10-08","0.00",,"79","88","57"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-11-06","0.00",,"66",,"52"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-11-15",,,"60",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-11-27",,,"62",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1973-11-28","0.00",,"58",,"41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-03-17","0.00",,"67","77","46"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-03-23","0.00",,"73",,"61"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-04-04","0.00",,"75","84","54"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-04-05","0.00",,"70","86","61"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-05-27",,,"85","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-07-16","0.00",,"76",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-07-19","0.12",,"82",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-07-21","0.00",,"86",,"72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-07-25",,,"81",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-07-26","0.00",,"82",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1974-07-30","0.00",,"87",,"79"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-01-21",,,"51","63",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-02-06",,,"47",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-02-17",,,"60",,"37"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-04-03",,,"74","88",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-05-11",,,"93","100","70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-05-13",,,"92","102","70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-05",,,"91","100",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-12",,,"90",,"72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-13",,,"99",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-17",,,"104","111","79"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-20",,,"79","102",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-28",,,"92","102",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-29",,,"78",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-06-30",,,"86","95","70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-02",,,"88","100","73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-03",,,"81","102",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-04",,,"87",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-12",,,"88","95","84"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-13",,,"89",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-14",,,"81",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-15",,,"75","81",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-16",,,"81","88",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-17",,,"83","91","70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-20",,,"83",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-21",,,"78","88","68"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-23",,,"79",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-26",,,"87","95","75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-27",,,"85","95",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-28",,,"83","90","75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-29",,,"83","88",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-30",,,"83","97",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-07-31",,,"91","99","77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-01",,,"92","100",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-02",,,"88","99","82"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-03",,,"81","88",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-04",,,"80",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-05",,,"81",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-06",,,"81","90","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-07",,,"86","95",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-08",,,"90","97",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-09",,,"91","100","81"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-10",,,"88",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-11",,,"91","100","84"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-12",,,"84","91","81"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-13",,,"86","91",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-14",,,"86","97","79"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-15",,,"81","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-17",,,"84","90",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-18",,,"81","88","73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-19",,,"81",,"73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-23",,,"77","84","66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-24",,,"79","91","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-25",,,"87","93","73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-26",,,"80","90",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-27",,,"86",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-28",,,"78","86",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-29",,,"74","82",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-30",,,"81","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-08-31",,,"83","90","75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-01",,,"86",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-02",,,"81","91","77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-03",,,"82",,"77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-05",,,"76",,"70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-06",,,"81","90",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-08",,,"84","90","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-09",,,"81",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-11",,,"78","88",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-12",,,"81","91","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-13",,,"85",,"73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-14",,,"81",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-15",,,"77",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-17",,,"80",,"72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-18",,,"85","93","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-19",,,"81","90","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-23",,,"83","91","66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-25",,,"79","93","66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-26",,,"80","91","70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-28",,,"84","91","63"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-09-29",,,"79",,"63"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-03",,,"81","93","63"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-04",,,"83","95",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-07",,,"85","95","66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-11",,,"69","91",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-12",,,"76","93","52"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-13",,,"80",,"63"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-14",,,"78","93","61"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-15",,,"83","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-19",,,"77","91",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-20",,,"75",,"57"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-23",,,"72","86",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-24",,,"66","86","50"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-26",,,"69","84",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-29",,,"72","90","48"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-30",,,"70","86",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-10-31",,,"68","84","52"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-01",,,"66","82",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-03",,,"66","84","48"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-05",,,"68",,"48"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-08",,,"61","77",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-10",,,"56",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-11",,,"60","75","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-12",,,"64","75","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-13",,,"57","79","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-14",,,"54","79","43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-15",,,"61","81","43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-16",,,"53",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-17",,,"60","77","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-18",,,"52",,"39"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-19",,,"56","75","39"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-22",,,"51","73","37"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-23",,,"58","77","37"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-25",,,"56","73",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-28",,,"49",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-29",,,"59","73","36"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-11-30",,,"53",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-04",,,"58",,"45"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-06",,,"48",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-07",,,"54",,"34"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-10",,,"47",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-11",,,"49","68","34"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-12",,,"55",,"34"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-13",,,"56",,"36"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-15",,,"50","70","36"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-16",,,"49",,"34"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-17",,,"55",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-21",,,"57",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-22",,,"53",,"39"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-23",,,"54","72","34"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-24",,,"54",,"32"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-25",,,"58","64","39"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-26",,,"58","70","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-27",,,"54",,"41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-28",,,"59","81","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-29",,,"60","84",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1975-12-31",,,"53","61","39"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-01",,,"50",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-07",,,"56","72","30"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-10",,,"51","68",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-11",,,"55","66","37"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-15",,,"52",,"39"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-19",,,"53",,"37"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-27",,,"47",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-28",,,"49","61",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-01-30",,,"54","61",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-01",,,"54","64","50"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-02",,,"55","64",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-08",,,"53",,"48"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-09",,,"51","70","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-10",,,"60","70","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-12",,,"54","55","52"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-16",,,"57","66","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-20",,,"56",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-22",,,"55","68","43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-23",,,"61","72","41"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-24",,,"55","61","48"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-25",,,"54",,"46"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-02-28",,,"52",,"37"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-01",,,"61",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-10",,,"70",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-11",,,"56",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-14",,,"54",,"43"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-15",,,"53","54","50"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-17",,,"58",,"46"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-18",,,"62","70","46"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-21",,,"62","75","50"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-22",,,"66","75","48"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-24",,,"64","75","52"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-25",,,"65","81",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-26",,,"64","72",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-28",,,"65",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-03-30",,,"63",,"54"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-01",,,"66","79",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-02",,,"70",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-07",,,"70","79","52"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-12",,,"73","81",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-13",,,"73","84","54"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-16",,,"76",,"57"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-17",,,"70",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-18",,,"78",,"61"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-19",,,"88","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-20",,,"75",,"63"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-27",,,"78","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-04-30",,,"76",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-02",,,"81",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-04",,,"80",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-05",,,"85",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-06",,,"73",,"63"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-09",,,"84","97",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-12",,,"83","97","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-23",,,"92",,"73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-24",,,"90",,"73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-26",,,"82",,"66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-27",,,"85",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-05-31",,,"102","109",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-03",,,"101","111",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-04",,,"96","108",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-09",,,"93",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-13",,,"78","99",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-14",,,"77",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-16",,,"78","86","66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-22",,,"87","93",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-25",,,"90","106","72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-27",,,"87",,"77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-28",,,"96","109",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-06-29",,,"91",,"66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-02",,,"97","108","77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-03",,,"92",,"82"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-06",,,"92",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-07",,,"99","108","88"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-12",,,"88",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-13",,,"91","97","77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-14",,,"84",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-16",,,"84","88",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-22",,,"87",,"73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-24",,,"82",,"77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-28",,,"84","91","73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-30",,,"78",,"66"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-07-31",,,"76","86",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-03",,,"82","91",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-07",,,"79","82","73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-08",,,"79",,"73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-11",,,"85",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-12",,,"77",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-14",,,"82",,"77"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-15",,,"77",,"75"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-17",,,"75",,"72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-18",,,"81","88","73"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-19",,,"78",,"70"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-21",,,"83","90",
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-22",,,"83",,
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-23",,,"79",,"72"
"PKM00041571","CHAKLALA, PK","33.617","73.099","508.4","1976-08-24",,,"77",,"70"
